Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Hiking,2020-02-12 07:13:52,false,"Rombo Hiking","8.91","2,014","05:23:15","116","173","3.0","32","175","36:19","7:12","1,015","394","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","03:43:31","08:04:08","3,906","4,622"
Hiking,2020-02-11 08:17:46,false,"Hai Hiking","10.78","1,736","05:28:44","108","158","2.6","49","198","30:32","10:54","809","637","0.67","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","00:00.00","1","0.0","--","--","--","04:28:47","07:46:36","3,767","4,545"
Hiking,2020-02-10 08:27:42,false,"Hai Hiking","5.44","1,210","03:22:57","117","156","2.4","30","158","37:17","13:08","841","74","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","15.0","0:00","No","00:00.00","1","0.0","--","--","--","02:15:26","03:22:57","3,023","3,854"
Hiking,2020-02-09 13:17:23,false,"Hai Hiking","10.44","1,482","03:49:21","118","154","2.5","101","160","21:58","9:52","1,147","6","0.45","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","03:32:41","03:49:21","2,224","3,350"
Cross Country Classic Skiing,2019-12-15 10:31:19,false,"Realp Cross Country Classic Skiing","17.94","1,557","05:37:10","98","159","2.6","35","234","3.2","44.7","1,283","1,305","4.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","13.0","0:00","No","03:50.97","18","0.0","--","--","--","04:01:15","05:37:10","1,754","2,993"
Tennis,2019-11-25 12:10:33,false,"Squash","1.00","--","00:55:00","--","--","--","--","--","1.1","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:00:00","--","--"
Hiking,2019-11-24 10:58:54,false,"Davos Ski touring","5.25","848","03:19:13","90","159","2.6","14","234","37:58","3:17","548","562","1.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","11.0","0:00","No","00:00.00","1","0.0","--","--","--","01:13:29","03:19:13","2,110","2,679"
Tennis,2019-11-13 21:04:14,false,"Squash","0.23","301","01:00:11","100","135","0.7","12","217","0.2","16.1","1","9","0.30","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","00:03:00","01:00:11","287","290"
Hiking,2019-10-27 08:22:39,false,"Bellinzona Hiking","13.82","1,797","05:22:39","113","167","4.0","63","217","23:21","3:50","591","1,915","0.68","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","1","0.0","--","--","--","03:46:06","05:22:39","621","2,388"
Hiking,2019-10-26 13:48:58,false,"Monte Carasso Hiking","4.15","833","03:45:23","90","161","2.7","16","190","54:17","6:17","487","97","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","00:36:34","03:45:23","1,445","1,832"
Mountain Biking,2019-10-20 15:16:09,false,"Zurich Mountain Biking","8.39","464","01:05:37","125","164","2.7","--","--","7.7","29.9","385","373","0.00","0.0","0.0","57","152","0.0","0.0","0.0","2975","--","--","0:00","18.0","0:00","No","23:22.44","2","0.0","--","--","--","00:58:00","01:24:34","142","1,025"
Hiking,2019-09-29 06:42:21,false,"Unterschächen Hiking","13.95","2,699","08:41:48","105","185","4.1","42","225","37:22","8:59","1,474","1,459","0.64","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","13.0","0:00","No","00:00.96","3","0.0","--","--","--","04:07:32","08:41:51","1,952","3,257"
Tennis,2019-09-18 19:03:35,false,"Squash","0.15","746","01:36:11","132","182","3.8","8","234","0.1","13.4","11","21","0.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:34","01:36:11","466","478"
Hiking,2019-09-15 09:12:25,false,"Grindelwald Hiking","8.75","1,287","04:00:45","107","159","2.5","50","169","27:30","3:35","167","1,303","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","02:29:27","05:25:08","1,264","2,464"
Hiking,2019-09-14 12:59:59,false,"Grindelwald Hiking","9.59","1,810","04:29:06","122","162","3.3","57","160","28:04","1:09","1,292","179","0.62","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:03.07","2","0.0","--","--","--","02:57:54","04:29:07","1,378","2,493"
Tennis,2019-09-11 21:33:25,false,"Squash","0.13","319","00:54:10","109","146","1.6","12","234","0.1","18.7","1","5","0.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:31","00:54:10","439","445"
Hiking,2019-08-25 18:39:20,false,"Sonogno Hiking","1.53","101","00:20:18","96","113","0.4","83","147","13:17","9:18","1","86","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","00:18:17","00:20:18","1,125","1,211"
Hiking,2019-08-25 10:38:23,false,"Frasco Hiking","14.62","2,237","06:10:18","116","163","3.1","54","160","25:20","1:10","640","1,407","0.72","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","04:00:41","07:40:20","1,217","2,348"
Hiking,2019-08-24 18:33:28,false,"Frasco Hiking","3.82","1,027","01:41:26","145","179","3.9","81","160","26:35","6:55","836","5","0.46","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","01:20:22","01:41:26","1,112","1,937"
Hiking,2019-08-24 10:33:46,false,"Monte Carasso Hiking","6.99","1,148","04:06:05","102","164","2.9","29","207","35:14","9:21","486","486","0.98","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","01:16:41","04:06:05","1,361","1,745"
Hiking,2019-08-18 13:37:28,false,"Innertkirchen Hiking","4.34","1,138","04:15:21","98","153","1.7","11","203","58:54","9:45","711","50","1.53","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:37:32","04:15:21","2,090","2,752"
Mountain Biking,2019-08-17 13:46:33,false,"Vaz/Obervaz Mountain Biking","35.76","1,561","03:38:07","131","170","3.3","--","--","9.8","53.8","927","883","0.00","0.0","0.0","60","187","0.0","0.0","0.0","8522","--","--","0:00","24.0","0:00","No","05:54.92","8","0.0","--","--","--","02:49:45","03:38:07","861","1,521"
Cycling,2019-08-16 18:49:59,false,"Otelfingen Cycling","28.99","709","01:20:52","138","163","3.0","--","--","21.5","55.2","363","361","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","07:58.70","6","0.0","--","--","--","01:19:33","01:20:52","360","630"
Mountain Biking,2019-08-11 10:54:38,false,"Silvaplana Mountain Biking","23.34","859","01:52:36","135","180","3.1","--","--","12.4","43.6","386","380","0.00","0.0","0.0","67","141","0.0","0.0","0.0","5854","--","--","0:00","22.0","0:00","No","12:34.40","5","0.0","--","--","--","01:37:12","01:52:36","1,750","1,958"
Hiking,2019-08-10 11:54:18,false,"Pontresina Hiking","3.25","668","02:39:13","95","156","2.5","11","190","49:01","1:03","313","157","1.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","00:27:08","03:53:38","2,758","3,021"
Tennis,2019-08-05 19:59:08,false,"Squash","0.11","322","01:03:44","100","145","1.5","11","228","0.1","12.3","--","4","0.16","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:01:33","01:03:44","438","438"
Hiking,2019-08-04 12:04:34,false,"Lauterbrunnen Hiking","2.66","505","00:59:27","129","166","3.0","68","160","22:22","11:54","307","88","0.66","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","00:42:11","00:59:27","2,104","2,318"
Hiking,2019-07-21 11:25:16,false,"Airolo Hiking","12.42","1,713","05:12:20","111","166","3.0","55","210","25:08","8:19","786","811","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","03:13:54","05:34:55","2,080","2,640"
Hiking,2019-07-20 12:35:59,false,"Realp Hiking","8.66","1,623","04:23:01","114","174","3.3","47","221","30:21","1:52","685","785","0.70","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","16.0","0:00","No","00:00.00","1","0.0","--","--","--","02:31:24","06:30:48","2,131","2,946"
Tennis,2019-07-16 20:08:44,false,"Squash","0.13","256","00:47:23","103","129","0.8","11","234","0.2","15.1","2","4","0.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","1","0.0","--","--","--","00:01:18","00:47:23","443","449"
Hiking,2019-07-14 11:06:07,false,"Göschenen Hiking","9.50","1,750","04:45:49","113","168","3.4","45","223","30:05","9:36","812","804","0.74","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","02:18:16","05:52:42","1,777","2,536"
Cycling,2019-07-13 15:00:34,false,"Zurich Cycling","35.39","944","01:52:56","141","183","4.1","--","--","18.8","56.9","533","530","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","04:42.78","8","0.0","--","--","--","01:46:58","02:34:18","414","786"
Tennis,2019-07-02 20:07:27,false,"Squash","0.12","375","01:17:24","100","147","0.8","9","240","0.1","12.1","1","15","0.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:15","01:17:24","368","378"
Hiking,2019-06-30 11:18:05,false,"Flims Hiking","11.07","1,635","03:42:21","129","175","3.9","58","245","20:06","1:06","820","866","0.86","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","30.0","0:00","No","00:00.00","1","0.0","--","--","--","02:20:15","03:42:21","1,074","1,916"
Tennis,2019-06-04 20:08:13,false,"Squash","0.16","337","01:15:47","94","134","0.5","10","240","0.1","14.3","1","2","0.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:36","01:15:47","362","373"
Cycling,2019-05-26 15:17:35,false,"Risch Cycling","38.32","745","01:41:18","128","158","2.2","--","--","22.7","43.1","253","253","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","09:09.12","8","0.0","--","--","--","01:35:36","01:46:55","381","464"
Hiking,2019-05-19 13:32:04,false,"Val-de-Travers Hiking","1.84","200","00:49:38","87","131","0.8","37","169","26:58","9:15","39","42","1.01","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","00:23:05","00:49:38","1,374","1,406"
Hiking,2019-05-18 12:42:34,false,"Flims Hiking","9.96","907","03:40:37","92","142","1.3","55","158","22:10","8:01","138","590","0.83","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","02:02:11","03:40:37","708","1,172"
Hiking,2019-05-12 13:15:28,false,"Zug Hiking","10.83","860","03:10:31","96","154","2.3","64","152","17:36","9:21","259","276","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","1","0.0","--","--","--","02:05:55","03:58:00","1,019","1,129"
Mountain Biking,2019-05-11 15:05:11,false,"Otelfingen Mountain Biking","6.05","259","00:29:29","131","170","2.5","--","--","12.3","46.7","148","159","0.00","0.0","0.0","75","123","0.0","0.0","0.0","1518","--","--","0:00","16.0","0:00","No","09:00.36","2","0.0","--","--","--","00:23:18","00:29:29","576","714"
Tennis,2019-05-08 12:40:36,false,"Squash","0.16","268","00:53:11","99","155","1.0","11","234","0.2","15.5","6","6","0.27","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:34","00:53:11","597","607"
Tennis,2019-04-29 20:01:31,false,"Squash","0.16","395","01:01:33","112","147","1.4","10","213","0.2","11.8","--","9","0.27","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:01:56","01:01:33","273","283"
Pool Swimming,2019-04-28 18:45:48,false,"Lap Swimming","2,050","498","00:42:48","--","--","--","--","--","2:05","0:27","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","987","87","23","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:42:48","00:43:20","--","--"
Tennis,2019-04-25 20:05:56,false,"Squash","0.21","478","01:12:19","115","151","1.6","12","234","0.2","14.5","--","12","0.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","1","0.0","--","--","--","00:03:33","01:12:19","237","247"
Tennis,2019-04-18 11:58:32,false,"Squash","0.15","334","01:07:32","99","142","0.6","10","231","0.1","13.0","8","8","0.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:21","01:07:32","529","597"
Other,2019-04-17 20:25:58,false,"Climbing Wall","0.00","175","00:32:35","100","147","0.8","8","158","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.02","12","0.0","--","--","--","00:00:00","00:33:53","559","575"
Tennis,2019-04-11 19:47:11,false,"Squash","0.18","279","00:57:11","97","133","0.5","14","243","0.2","12.4","--","4","0.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","1","0.0","--","--","--","00:02:50","00:57:11","630","634"
Other,2019-04-09 20:22:48,false,"Climbing Wall","0.00","284","01:08:14","92","120","0.4","4","217","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:01.05","9","0.0","--","--","--","00:00:00","01:08:23","603","619"
Other,2019-04-09 19:03:15,false,"Climbing Wall","0.00","322","01:06:37","98","143","0.8","2","190","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","29.0","0:00","No","02:57.14","6","0.0","--","--","--","00:00:00","01:06:47","611","624"
Tennis,2019-04-04 20:47:21,false,"Squash","0.31","329","01:02:35","104","145","1.0","15","243","0.3","19.1","1","6","0.33","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","00:04:09","01:02:35","487","490"
Mountain Biking,2019-03-31 13:10:26,false,"Otelfingen Mountain Biking","34.24","1,153","02:35:11","131","176","3.4","--","--","13.2","54.3","603","583","0.00","0.0","0.0","67","110","0.0","0.0","0.0","7939","--","--","0:00","21.0","0:00","No","12:18.27","7","0.0","--","--","--","02:19:29","03:11:22","366","855"
Hiking,2019-03-30 14:20:30,false,"Val-de-Charmey Hiking","11.26","1,141","03:24:47","107","156","2.4","65","190","18:11","1:00","327","323","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:02.80","2","0.0","--","--","--","02:21:54","03:24:47","799","888"
Resort Skiing/Snowboarding,2019-03-03 11:36:22,false,"Vaz/Obervaz - Snowboard","29.93","396","01:24:20","101","139","1.2","--","--","21.3","57.9","--","6,211","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","01:37.01","15","0.0","--","--","--","01:23:29","04:52:22","1,300","2,540"
Resort Skiing/Snowboarding,2019-03-02 11:48:42,false,"Andermatt - Snowboard","21.31","318","01:10:26","99","137","1.0","--","--","18.2","57.9","--","4,934","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","03:14.01","12","0.0","--","--","--","01:09:27","04:02:01","1,412","2,610"
Hiking,2019-02-23 09:50:46,false,"Wildhaus-Alt Sankt Johann Hiking","7.76","2,242","05:56:42","122","170","4.0","21","190","45:55","7:28","766","913","1.02","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","01:57:45","05:56:42","1,123","1,978"
Resort Skiing/Snowboarding,2019-02-03 11:45:44,false,"Saas Fee Snowboard","26.40","499","01:40:32","105","149","1.2","--","--","15.8","45.1","--","6,404","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","13.0","0:00","No","13:46.02","5","0.0","--","--","--","01:37:04","04:23:38","1,676","3,408"
Resort Skiing/Snowboarding,2019-02-02 11:14:11,false,"Saas Fee Snowboard","28.99","562","01:42:17","107","147","2.1","--","--","17.0","51.2","--","7,290","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","03:08.01","8","0.0","--","--","--","01:41:48","04:20:20","1,715","3,431"
Resort Skiing/Snowboarding,2019-02-01 13:13:16,false,"Wolfenschiessen Snowboard","14.69","377","00:54:31","113","156","2.3","--","--","16.2","40.8","--","3,751","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","01:23.01","10","0.0","--","--","--","00:53:58","02:27:58","1,802","2,591"
Resort Skiing/Snowboarding,2019-01-29 11:57:16,false,"Ischgl Snowboard","25.82","484","01:24:30","105","134","1.0","--","--","18.3","50.6","--","5,806","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","14.0","0:00","No","00:00.00","13","0.0","--","--","--","01:23:37","03:47:08","1,951","2,958"
Resort Skiing/Snowboarding,2019-01-27 10:46:14,false,"Ischgl Snowboard","23.72","556","01:20:50","114","153","2.0","--","--","17.6","47.7","--","4,529","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","10","0.0","--","--","--","01:20:33","03:51:40","2,252","3,357"
Resort Skiing/Snowboarding,2019-01-12 14:27:21,false,"Tujetsch Snowboard","8.51","202","00:27:26","118","154","2.4","--","--","18.6","46.6","--","1,995","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","00:00.00","5","0.0","--","--","--","00:59:02","01:31:47","2,179","2,842"
Resort Skiing/Snowboarding,2019-01-12 11:12:26,false,"Andermatt Snowboard","9.84","210","00:33:32","109","154","1.6","--","--","17.6","32.6","--","2,177","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","16.0","0:00","No","00:00.00","4","0.0","--","--","--","00:58:37","01:18:00","2,359","2,923"
Hiking,2018-12-30 12:29:08,false,"Stronie Slaskie Hiking","9.89","1,049","03:11:43","107","156","2.6","70","250","19:23","3:13","382","547","0.74","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","16.0","0:00","No","00:00.00","1","0.0","--","--","--","02:25:11","03:11:43","1,322","1,788"
Hiking,2018-10-14 11:30:32,false,"Rüschegg Hiking","9.37","1,424","04:25:49","113","155","2.4","42","234","28:24","7:38","618","616","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","01:57:04","05:15:25","1,734","2,316"
Cycling,2018-10-13 09:48:18,true,"Grosse Scheidegg Cirle Cycling","81.31","2,715","05:43:32","136","180","3.6","--","--","14.2","60.4","1,955","1,955","0.00","0.0","0.0","62","118","0.0","0.0","0.0","16317","--","--","0:00","16.0","0:00","No","00:00.00","19","0.0","--","--","--","04:48:36","07:55:58","563","1,957"
Hiking,2018-10-03 05:34:19,false,"Machu Picchu Hiking","3.76","392","01:22:00","99","156","2.1","62","158","21:49","9:27","118","282","0.74","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","01:00:33","01:50:12","2,515","2,749"
Hiking,2018-10-02 06:44:28,false,"Machu Picchu Hiking","13.07","1,689","06:04:17","100","165","2.6","58","221","27:52","5:38","577","1,384","0.62","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","04:07:37","09:09:52","2,748","3,925"
Hiking,2018-10-01 06:30:11,false,"Machu Picchu Hiking","10.08","2,057","04:41:48","129","161","3.1","62","160","27:58","9:10","1,166","600","0.58","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0","--","--","--","03:21:45","06:57:29","2,987","4,160"
Hiking,2018-09-30 09:20:41,false,"Ollantaytambo Hiking","9.47","1,142","02:54:38","121","172","2.2","70","234","18:26","5:16","404","223","0.77","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","02:09:54","05:56:56","2,587","2,908"
Walking,2018-09-16 13:40:46,false,"Quito Walking","4.44","257","00:55:05","99","114","0.4","92","175","12:25","4:38","2","266","0.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","5","0.0","--","--","--","00:50:36","00:55:05","2,851","3,116"
Hiking,2018-09-16 12:12:39,false,"Quito Hiking","5.91","437","01:15:48","112","162","2.6","67","169","12:49","3:00","190","952","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","01:02:04","01:15:48","3,026","3,952"
Hiking,2018-09-09 10:05:30,false,"Vilters-Wangs Hiking","16.96","2,097","06:15:28","113","167","3.0","58","248","22:08","4:45","1,028","1,713","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","1","0.0","--","--","--","04:14:35","06:15:28","1,526","2,825"
Mountaineering,2018-09-03 13:44:11,false,"Innertkirchen Climb","17.67","2,185","07:30:11","109","159","2.4","44","229","2.4","40.1","494","1,698","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","16.0","0:00","No","00:00.00","1","0.0","--","--","--","03:44:19","07:41:36","961","2,607"
Hiking,2018-09-02 12:50:25,false,"Camogli Hiking","4.84","551","01:22:58","121","159","2.7","88","237","17:08","9:42","323","329","0.66","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","01:15:53","01:30:38","-6","246"
Hiking,2018-09-02 09:51:00,false,"Camogli Hiking","8.38","940","02:38:56","118","167","3.0","72","242","18:59","1:57","524","544","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","1","0.0","--","--","--","02:16:00","02:38:56","-7","259"
Open Water Swimming,2018-09-01 16:53:27,false,"Camogli Open Water Swimming","282","60","00:06:50.8","--","--","--","--","--","2:26","1:23","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","166","51","24","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:05:55","00:06:50.8","--","--"
Mountain Biking,2018-08-26 16:23:30,false,"Oberdorf Mountain Biking","54.14","1,719","04:24:12","131","177","3.4","--","--","12.3","56.7","842","1,669","0.00","0.0","0.0","55","132","0.0","0.0","0.0","9173","--","--","0:00","15.0","0:00","No","00:00.00","11","0.0","--","--","--","03:25:44","04:39:32","324","1,248"
Mountain Biking,2018-08-26 15:34:35,false,"Solothurn Mountain Biking","6.24","330","00:30:14","142","168","3.2","--","--","12.4","32.5","237","23","0.00","0.0","0.0","76","110","0.0","0.0","0.0","1978","--","--","0:00","26.0","0:00","No","00:00.00","2","0.0","--","--","--","00:27:42","00:30:14","335","548"
Hiking,2018-08-18 10:06:12,false,"Leukerbad Hiking","36.46","2,900","12:48:52","93","167","2.0","26","238","21:06","0:38","1,102","2,023","1.84","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","15.0","0:00","No","00:00.00","1","0.0","--","--","--","06:41:51","13:52:46","1,241","2,761"
Wind/Kite Surfing,2018-08-05 11:32:39,false,"Windsurfing Jurata","11.80","508","02:35:13","101","123","0.7","--","--","4.6","32.6","90","106","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","01:44:36","04:11:11","-44","1"
Mountain Biking,2018-08-01 09:42:34,false,"Engelberg Mountain Biking","73.89","2,823","06:16:31","130","178","3.8","--","--","11.8","73.9","1,036","1,924","0.00","0.0","0.0","55","189","0.0","0.0","0.0","12490","--","--","0:00","20.0","0:00","No","00:00.00","15","0.0","--","--","--","04:28:23","09:36:46","547","2,193"
Hiking,2018-07-29 09:16:48,false,"Saas Fee Hiking","13.45","2,268","05:55:03","124","182","3.5","58","245","26:22","4:15","1,210","1,673","0.65","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","03:45:32","06:40:28","1,886","3,312"
Hiking,2018-07-28 07:19:08,false,"Saas Fee Hiking","9.50","2,096","05:55:44","119","164","3.3","37","190","37:27","11:23","860","1,379","0.72","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","1","0.0","--","--","--","02:56:12","05:55:44","2,939","4,171"
Hiking,2018-07-22 18:15:06,false,"Icogne Hiking","10.29","486","01:38:55","106","155","2.0","45","225","9:37","1:02","98","473","2.31","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","01:00:04","01:38:55","1,389","1,831"
Cycling,2018-07-21 11:05:02,false,"Publier Cycling","46.89","1,510","04:36:51","112","159","1.9","--","--","10.2","52.8","199","180","0.00","0.0","0.0","63","121","0.0","0.0","0.0","8120","--","--","0:00","23.0","0:00","No","00:00.00","10","0.0","--","--","--","02:42:14","12:17:34","365","399"
Hiking,2018-07-14 10:33:42,false,"Luzein Hiking","12.72","2,404","07:42:54","110","165","3.0","35","196","36:23","3:51","1,167","1,097","0.79","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","03:10:30","09:27:49","1,548","2,697"
Hiking,2018-07-08 16:36:34,false,"Silenen Hiking","3.23","605","01:36:55","118","163","2.8","50","160","30:02","9:39","323","83","0.67","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","00:51:50","01:36:55","1,730","1,985"
Hiking,2018-07-08 13:40:57,false,"Silenen Hiking","2.92","533","01:30:08","115","146","2.0","48","160","30:52","8:48","472","--","0.68","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","1","0.0","--","--","--","00:59:09","01:41:52","1,183","1,649"
